title,date
"한라, 974억 규모 청계천 주상복합 신축공사 체결[주목 e공시]",2021-09-17 10:03
더존비즈온. 723억 규모로 자사주 처분 결정,2021-09-17 09:55
"기업은행, 6000억 규모 상각형 조건부자본증권 발행 결정",2021-09-17 09:48
"롯데하이마트, ‘한샘’ 경영권 인수 PEF에 500억 출자",2021-09-17 09:46
"한라, 974억 규모 황학동 청계천 주상복합 신축공사 체결",2021-09-17 09:42
"KT, 스튜디오지니에 1천750억원 유상증자…""방송채널 육성""",2021-09-17 09:37
"라이트론 “최대주주 및 특수관계인, 3년간 주식 의무보유키로”",2021-09-17 09:33
"롯데하이마트, 한샘 인수 PEF에 500억 출자[주목 e공시]",2021-09-17 08:44
"롯데하이마트, 한샘 경영권 지분 인수 위한 PEF에 500억원 출자",2021-09-17 08:38
"하나17호스팩, 모비데이즈 흡수합병키로…심사결과까지 거래 중지",2021-09-17 08:16
"[기업공시 9월 16일] 알테오젠, ALT-BB4 1상 임상 계획서 승인 외",2021-09-17 07:01
[재송]16일 장 마감 후 주요 종목 뉴스,2021-09-17 07:01
[e공시 눈에 띄네] 코스피-16일,2021-09-17 06:54
[e공시 눈에 띄네] 코스닥-16일,2021-09-17 06:52
[코스피·코스닥 전 거래일(16일) 주요공시],2021-09-17 06:05
[코스닥 기업공시] (16일) 앱코 등,2021-09-17 02:16
[코스닥 메모] (17일) 신규상장=대신밸런스제10호스팩(387310),2021-09-17 02:16
[유가증권 기업공시] (16일) 삼성엔지니어링 등,2021-09-17 02:14
[유가증권 메모] (17일) 신규상장=현대중공업(329180) 등,2021-09-17 02:13
"율호, 태영이엔지홀딩스로 최대주주 변경",2021-09-16 19:41
"세영디앤씨 ""타법인 출자 검토 중이나 확정 사항 없어""",2021-09-16 19:37
"현대에버다임, 사업부문 분할…현대에버다임건설 신설",2021-09-16 19:37
"휴온스블러썸, 이 전 대표이사 외1인 배임 혐의 고소",2021-09-16 19:29
16일 장 마감 후 주요 종목 뉴스,2021-09-16 19:04
장 마감 후 기업공시[9월 16일],2021-09-16 18:54
"미래에셋증권, 1,000억 원 규모 자사주 매입 추진",2021-09-16 18:04
"신세계I&C, 159억 규모 자사주 처분",2021-09-16 17:52
"휴먼엔, 25억원 규모 해상고철 납품 계약 체결",2021-09-16 17:39
"휴먼엔, 이대식·김하수 각자 대표이사 체제로 변경",2021-09-16 17:39
"이니텍, 968억원 규모 스마트로 지분 비씨카드에 양도",2021-09-16 17:39
"오로스테크놀로지, 삼성전자와 22억 장비 수주 계약",2021-09-16 17:39
"효성첨단소재, 언양공장 1500억원에 처분",2021-09-16 17:35
"인터파크, 성남 판교 벤처타운 조성 등에 854억 투자",2021-09-16 17:26
"계룡건설, 판교 인터파크 신사옥 건립공사 수주",2021-09-16 17:08
장 중 기업공시[9월 16일],2021-09-16 17:06
"대한항공, 방위사업청으로부터 2077억원 지체상금 부과",2021-09-16 17:00
"대림비앤코, 제천시와 300억원 규모 투자협약 체결",2021-09-16 16:57
"네이버웹툰, 웹소설 플랫폼 문피아 주식 추가취득…지분율 56.3%(종합)",2021-09-16 16:53
"미래에셋증권, 자사주 1천억 매입 결정",2021-09-16 16:53
"동국제약, 中 업체와 157억원 규모 공급계약 해지",2021-09-16 16:52
"인터파크, 판교 신사옥 건설에 854억원 투자",2021-09-16 16:47
"두산, 계열사 2곳에 총 160억원 출자",2021-09-16 16:42
"현대바이오랜드, 미네랄 코팅 프로바이오틱스 제조 특허권 취득",2021-09-16 16:39
"동원F&B, 계열사 동원홈푸드가 세중 흡수합병",2021-09-16 16:38
"동원F&B 계열사 합병 결정…동원홈푸드, 세중 흡수합병",2021-09-16 16:33
"베노홀딩스, 키움크리스 사모투자합자회사에 65억 출자",2021-09-16 16:30
"네이버, 문피아 주식 182만주 취득…소유 지분 56.26%",2021-09-16 16:24
"[마감시황]코스피, 외국인 선물 매도 속 약세 마감",2021-09-16 16:24
"젬백스, 알츠하이머 치료 조성물 관련 특허권 취득",2021-09-16 16:23
"한국자산신탁, 계열사 CP 200억원 매수",2021-09-16 16:21
"SK이노베이션, 배터리 사업 분할 승인",2021-09-16 16:21
"미래에셋증권, 1012.5억원 자기주식 취득",2021-09-16 16:17
"이지홀딩스, 이앤벤처파트너스·이앤인베스트먼트 자회사 탈퇴",2021-09-16 16:14
"네이버웹툰, 문피아 주식 182만주 취득…지분비 56.26%",2021-09-16 16:13
"바른전자, 고태준·김민수 사외이사 신규선임",2021-09-16 16:11
"바른전자, 안영민·조대성 공동대표 체제 전환",2021-09-16 16:11
"SK이노베이션, 임시주총서 배터리 사업 분할 승인",2021-09-16 16:09
"현대차, 681억원 규모 자사주 처분",2021-09-16 16:05
"이지홀딩스, 자회사서 이앤벤처파트너스 제외",2021-09-16 16:00
"현대자동차, 32.5만주 자기주식 처분",2021-09-16 15:48
에코프로비엠 8거래일 연속 상승…시총 10조 육박(종합),2021-09-16 15:45
"바른전자, 안영민·조대성 공동대표 체제 전환",2021-09-16 15:40
"[코스닥(마감)]전 거래일보다 3.36포인트(0.32%) 내린 1,039.43 마감",2021-09-16 15:39
"[코스피(마감)] 전 거래일보다 23.32포인트(0.74%) 내린 3,130.08 마감",2021-09-16 15:38
"에코마이스터, 장부 열람 가처분 소송서 패소",2021-09-16 15:36
"알체라, 5억 규모 영상데이터 검사용역 계약 체결",2021-09-16 15:26
"에코마이스터, 주주명부 열람 가처분신청 인용 판결받아",2021-09-16 15:20
"한국내화, 계열사 한텍에 17.5억 채무보증",2021-09-16 15:20
"젬백스, 알츠하이머 치료제 관련 특허권 취득",2021-09-16 15:14
"아이엠, 김태동 대표이사 신규 선임",2021-09-16 15:08
"삼성SDI, 배터리 사업부 분리 보도 ""사실 아니다""",2021-09-16 14:43
"에이트원, 25억 규모 자회사 그리드 CB 취득",2021-09-16 14:32
"삼성SDI, 배터리 사업부 분할설 부인",2021-09-16 14:27
"삼성SDI ""배터리 사업 분리 검토 사실 아니다""",2021-09-16 14:23
"카카오페이, '주식 소수점 거래 허용안' 정부 발표 전 증권신고서에 기재",2021-09-16 14:12
"에이치엘비파워, 120억원 규모 자회사 지분 코르키 등에 양도",2021-09-16 14:06
"식약처, 네오크레마의 갈락토올리당 피부 건강 기능성 인정",2021-09-16 14:02
"에이치엘비파워, 120억 규모 에이치엘비네트웍스 지분 양도",2021-09-16 13:59
"[오후 주식시장은]외인·기관 매도 속, 코스피·코스닥 약세",2021-09-16 13:53
[주식 초고수는 지금]지트리비앤티 인수 추진 에이치엘비...매수 1위 차지,2021-09-16 11:30
"네오크레마, 식약처 기능성 원료 인증 획득",2021-09-16 11:27
'제2의 테슬라' 찾아라...루시드그룹 매수 1위[서학개미는 지금],2021-09-16 11:16
"앱코, 이태화·오광근 각자 대표 선임",2021-09-16 10:55
"앱코, 이태화·오광근 각자 대표이사 체제로 변경",2021-09-16 10:51
"삼성중공업, LNG 연료추진 컨테이너선 6척 8천412억원에 수주",2021-09-16 10:29
"SNT에너지, 126억 규모 공랭식 열교환기 공급계약",2021-09-16 10:26
"한빛소프트, 임시주총서 이사 2명 선임안 가결",2021-09-16 10:24
"라이프시맨틱스, 14억원 규모 삼성생명 디지털 헬스케어 개발 계약체결",2021-09-16 10:22
"SNT에너지, 126억원 규모 공랭식 열교환기 공급계약 체결",2021-09-16 10:12
"삼성중공업, 8400억원 규모 컨테이너 6척 공사수주",2021-09-16 10:10
"[특징주]거래 재개 흥아해운, 이틀 연속 상한가",2021-09-16 10:01
"라이프시맨틱스, 삼성생명과 15억 규모 디지털 헬스케어 개발 계약",2021-09-16 09:52
[특징주]2차전지 양극재 제조업체 에코프로비엠...사상 첫 시총 10조 원 돌파,2021-09-16 09:51
에코프로비엠 장중 5% 급등…시총 10조 돌파,2021-09-16 09:42
"[특징주]알테오젠, 테르가제 제 1상 임상시험 계획 승인에 강세",2021-09-16 09:42
"SNT에너지, 126억원 공랭식열교환기 공급계약",2021-09-16 09:34
"삼성중공업, 8412억원 컨테이너선 6척 수주",2021-09-16 09:31
"삼성중공업, 8412억 규모 컨테이너선 6척 수주 계약",2021-09-16 09:31
"[오전시황]코스피, 외국인·기관 매도...장 초반 보합세",2021-09-16 09:19
"식약처, 알테오젠 재조합 히알루로니다제 임상1상 승인",2021-09-16 09:14
"SK E&S, 부산도시가스 유통주식 전량 공개매수…자발적 상장폐지 신청",2021-09-16 09:05
"[코스닥(개장)] 전 거래일보다 5.06포인트(0.49%) 오른 1,047.85 출발",2021-09-16 09:05
"[코스피(개장)] 전 거래일보다 13.32포인트(0.42%) 오른 3,166.72 출발",2021-09-16 09:02
"대신증권 ""LG전자, 3분기 실적 전망치 소폭 밑돌지만...2022 사상 최대 실적 기대""",2021-09-16 09:00
"에이프로젠 MED, 에이프로젠 흡수합병",2021-09-16 08:54
"SK E&S, 부산도시가스 공개 매수 후 상장 폐지 추진",2021-09-16 08:51
"삼성엔지니어링, 1697억원 규모 유럽 산업설비공장 건설 수주",2021-09-16 08:47
"KB증권 ""삼성전자, 올해 3분기에 3년來 최대 실적 기록 전망""",2021-09-16 08:46
"부산도시가스 ""주당 8.5만원 공개매수…자발적 상장폐지 신청""",2021-09-16 08:39
"삼성증권 ""카카오, 규제 리스크 지속 가능성 남아""...목표주가 10% 내려",2021-09-16 08:34
"에이프로젠 MED, 계열사 에이프로젠 흡수합병 결정",2021-09-16 08:31
"삼성엔지니어링, 1700억원 규모 유럽 산업설비공장 건설 수주",2021-09-16 08:23
"삼성엔지니어링, 1697억 규모 유럽지역 산업설비 공장건설 수주",2021-09-16 08:19
[e공시 눈에 띄네]코스닥-15일,2021-09-16 08:07
[e공시 눈에 띄네]코스피-15일,2021-09-16 08:04
"[기업공시 9월15일]강스템바이오텍, HLA 유전자 제거 중간엽 줄기세포 특허 취득 등",2021-09-16 07:02
[재송]15일 장 마감 후 주요 종목 뉴스,2021-09-16 07:01
[코스피·코스닥 전 거래일(15일) 주요공시],2021-09-16 06:05
[코스닥 기업공시] (15일) 스카이이앤엠 등,2021-09-16 02:27
[유가증권 기업공시] (15일) 한화시스템 등,2021-09-16 02:26
[유가증권 메모] (16일) 보통주추가상장=대양금속 등,2021-09-16 02:25
15일 장 마감 후 주요 종목 뉴스,2021-09-15 19:06
장 마감 후 기업공시[9월15일],2021-09-15 18:48
"증선위, '개발비 과대계상' 제낙스에 증권발행 제한 조치",2021-09-15 18:43
"와이즈버즈, 최대주주등 한국정보인증 외3으로 변경",2021-09-15 18:30
"와이즈버즈, 최대주주 한국정보인증으로 변경",2021-09-15 18:29
"거래소 “OQP, 상장폐지 관련 이의신청서 접수”",2021-09-15 18:27
"매직마이크로, 5억원 규모 유상증자 결정 철회",2021-09-15 18:23
"대유, 322억원 규모 케이클라비스사이언스신기술조합 지분 추가 양수",2021-09-15 18:17
"거래소 “우리로, 개선기간 6개월 부여”",2021-09-15 18:14
"앤디포스, 최대주주의 최대주주 대유로 변경",2021-09-15 18:12
"씨티씨바이오, 최대주주등 이민구 외 1인로 변경",2021-09-15 18:09
"거래소 “라이트론, 상장유지 결정…16일 거래 재개”",2021-09-15 18:06
"씨티씨바이오, 최대주주 이민구 외 3인으로 변경",2021-09-15 17:58
"나노브릭 , 120억원 규모 CB 발행 결정",2021-09-15 17:38
"휴맥스모빌리티, 휴맥스팍스와 주식 교환",2021-09-15 17:34
"[시그널] 부채비율 확 늘어난 SK에코, 인수금융 'SOS'",2021-09-15 17:33
"신한자산운용, 신한대체투자운용과 합병 결정",2021-09-15 17:28
"[시그널] 스틱인베, 동남아판 당근마켓 '캐로셀'에 1억 달러 투자",2021-09-15 17:20
장 중 기업공시[9월15일],2021-09-15 16:59
"효성중공업, 1878억 규모 청주 주상복합 신축공사 수주",2021-09-15 16:49
"효성중공업, 청주테크노폴리스 S2BL 주상복합신축공사 수주",2021-09-15 16:44
"모트렉스, 183억원 규모 웰투시인베스트먼트 주식 추가 취득",2021-09-15 16:38
"웹젠, 103억원 규모 자사주 취득 결정",2021-09-15 16:22
"한컴위드, 김현수·송상엽 각자 대표 체제로 변경",2021-09-15 16:19
"디지탈옵틱, 송성일·김정은 각자 대표체제로 변경",2021-09-15 16:18
"DL건설, 전주 세경아파트 재건축정비사업 수주",2021-09-15 16:15
"[조회공시]디오 ""최대주주 지분 매각 포함한 다양한 전략적인 방안 검토""",2021-09-15 16:13
"한화, 한화시스템에 구미사업장 자산양도",2021-09-15 16:09
"웹젠, 자사주 35만주 취득 결정",2021-09-15 16:05
"제이웨이, 월앤루프제일 지분 100% 취득 결정",2021-09-15 15:34
"해성디에스, 수요 증가 대응 위해 500억원 규모 시설 증설",2021-09-15 15:23
"해성디에스, 500억 규모 시설증설 투자 결정",2021-09-15 14:58
"LIG넥스원, 2천억원 규모 군 위성통신체계 신규단말 양산계약",2021-09-15 14:44
"해성디에스, 시설증설에 500억원 투자",2021-09-15 14:44
"유니슨, 65억 규모 풍력발전용 타워 공급계약",2021-09-15 14:24
"이앤에스인베스트먼트 ""EMW 지분 매각 검토 안 해""",2021-09-15 14:08
EMW “최대주주 지분 매각 검토하고 있지 않아”,2021-09-15 14:05
"플래티어, 50억원 규모 솔루션 공급계약 체결",2021-09-15 14:03
"스카이이앤엠, 240억원에 블리스엔터 양수 결정",2021-09-15 14:00
"스카이이앤엠, 블리스엔터테인먼트 지분 100% 양수 결정",2021-09-15 13:58
"애경유화, 자회사 애경영파화공유한회사에 424억원 규모 채무 보증 결정",2021-09-15 13:57
"큐리언트, 2억원 규모 신약개발 컨설팅 공급계약 체결",2021-09-15 13:56
"스카이이앤엠, 170억원 규모 CB 발행 결정",2021-09-15 13:54
"한화시스템, 방위사업청과 3602억원 규모 공급 계약 체결",2021-09-15 13:42
"LIG넥스원, 2146억원 규모 위성통신장비 납품 계약 체결",2021-09-15 13:39
"현대모비스, 오는 17일까지 아산공장 생산 중단",2021-09-15 13:36
"까뮤이앤씨, 347억원 규모 인천 남동 물류시설 신축사업중 PC공사 수주",2021-09-15 13:33
금소법 사각지대...'11조 원 대 신기술조합' 투자 주의보,2021-09-15 13:18
"한화시스템, 방위사업청과 3602억 규모 공급계약 체결",2021-09-15 11:41
"LIG넥스원, 방위사업청과 2146억 규모 공급계약 체결",2021-09-15 11:12
"까뮤이앤씨, 347억 규모 인천 남동 물류시설 PC공사 수주",2021-09-15 11:00
"흥아해운, 거래 재개 첫날 상한가 직행",2021-09-15 10:39
"한화시스템, 전장 사업 진출한다…차량용 반도체 생산 합작(종합)",2021-09-15 10:35
"피에이치씨, 유상증자 확정발행가액 1320원",2021-09-15 10:20
"트루윈, 자회사 에이치에스티(가칭) 지분 100% 취득 결정",2021-09-15 10:07
"HDC현대산업개발, 3753억원 규모 음성 본성지구 아파트 신축 공사 수주",2021-09-15 10:05
"아주스틸, 오는 20일 보통주 의무보유기간 해제",2021-09-15 10:03
